enrollee_id,relevent_experience,experience,company_size,company_type,last_new_job
10254,No relevent experience,6,10/49,Pvt Ltd,2
20097,Has relevent experience,>20,,,3
17232,Has relevent experience,11,<10,Early Stage Startup,never
7231,No relevent experience,6,,,never
7946,Has relevent experience,>20,,,>4
29862,Has relevent experience,7,50-99,NGO,2
22485,Has relevent experience,10,100-500,Pvt Ltd,1
3033,Has relevent experience,12,,,2
18016,Has relevent experience,6,1000-4999,Pvt Ltd,1
22666,Has relevent experience,7,10/49,Pvt Ltd,1
19643,Has relevent experience,6,,,1
1865,Has relevent experience,8,500-999,Pvt Ltd,1
29089,Has relevent experience,9,1000-4999,Pvt Ltd,4
30880,No relevent experience,<1,10000+,Pvt Ltd,1
29162,Has relevent experience,12,,,1
3633,Has relevent experience,11,10000+,Pvt Ltd,2
27492,Has relevent experience,14,10/49,Pvt Ltd,never
15785,Has relevent experience,14,10/49,Pvt Ltd,1
29836,No relevent experience,2,,,never
4714,Has relevent experience,16,,,1
13961,Has relevent experience,10,<10,,1
25210,No relevent experience,4,10000+,Pvt Ltd,2
23909,Has relevent experience,12,50-99,Pvt Ltd,>4
32773,No relevent experience,15,100-500,Funded Startup,1
12254,Has relevent experience,10,10000+,Pvt Ltd,2
24237,Has relevent experience,10,10/49,,1
3623,Has relevent experience,>20,1000-4999,Pvt Ltd,1
28551,Has relevent experience,20,,,4
10527,Has relevent experience,2,<10,Public Sector,1
32357,No relevent experience,<1,,Pvt Ltd,never
10377,Has relevent experience,18,,,1
24972,No relevent experience,2,,,never
24921,Has relevent experience,16,100-500,Pvt Ltd,>4
29875,Has relevent experience,6,,,1
32762,No relevent experience,17,,,1
13507,Has relevent experience,8,,,1
19095,Has relevent experience,3,10/49,Funded Startup,1
32452,Has relevent experience,10,,,1
27962,Has relevent experience,5,100-500,Funded Startup,1
14819,Has relevent experience,4,100-500,Pvt Ltd,2
22971,No relevent experience,1,,Public Sector,never
22142,No relevent experience,2,,,1
10582,No relevent experience,,,,never
17808,Has relevent experience,11,,,>4
20669,Has relevent experience,11,50-99,Pvt Ltd,2
11699,Has relevent experience,>20,,,>4
26168,Has relevent experience,9,100-500,Funded Startup,1
19027,Has relevent experience,16,100-500,Pvt Ltd,1
24015,No relevent experience,5,,,never
33299,Has relevent experience,>20,1000-4999,Pvt Ltd,1
1446,Has relevent experience,18,50-99,Pvt Ltd,>4
22901,Has relevent experience,>20,10/49,Early Stage Startup,4
8908,No relevent experience,14,,,4
11618,Has relevent experience,5,,,2
31918,Has relevent experience,11,<10,Pvt Ltd,1
5463,Has relevent experience,8,10000+,Pvt Ltd,1
29063,Has relevent experience,16,10/49,Pvt Ltd,1
22884,Has relevent experience,11,10000+,Pvt Ltd,1
28373,No relevent experience,2,,,1
22425,Has relevent experience,>20,,,1
14384,Has relevent experience,2,,,1
22924,No relevent experience,3,100-500,Pvt Ltd,1
26244,Has relevent experience,>20,10000+,Pvt Ltd,>4
20036,Has relevent experience,7,50-99,Pvt Ltd,4
9107,Has relevent experience,>20,100-500,Pvt Ltd,>4
4815,No relevent experience,4,,,never
10163,Has relevent experience,>20,10/49,Early Stage Startup,4
22220,Has relevent experience,12,50-99,Pvt Ltd,>4
18487,No relevent experience,8,,,never
16013,No relevent experience,6,10000+,Public Sector,1
12882,Has relevent experience,11,50-99,Pvt Ltd,1
4306,Has relevent experience,>20,,,1
21234,Has relevent experience,10,50-99,Pvt Ltd,2
26607,Has relevent experience,3,100-500,Pvt Ltd,2
13486,Has relevent experience,19,50-99,Pvt Ltd,2
2844,Has relevent experience,11,100-500,NGO,1
15097,Has relevent experience,14,50-99,Funded Startup,1
16844,Has relevent experience,>20,100-500,Pvt Ltd,>4
21609,Has relevent experience,8,50-99,Pvt Ltd,1
25094,Has relevent experience,6,,,2
17403,Has relevent experience,6,50-99,Pvt Ltd,1
24262,No relevent experience,<1,,,>4
6196,Has relevent experience,2,100-500,Pvt Ltd,1
30125,No relevent experience,>20,1000-4999,NGO,1
13587,No relevent experience,1,50-99,Pvt Ltd,1
30622,Has relevent experience,5,10/49,Pvt Ltd,2
9877,Has relevent experience,>20,10000+,Pvt Ltd,>4
12024,No relevent experience,3,,,
141,Has relevent experience,8,5000-9999,Pvt Ltd,2
22747,No relevent experience,5,100-500,Funded Startup,never
19490,Has relevent experience,9,<10,Funded Startup,4
8137,Has relevent experience,13,50-99,Pvt Ltd,1
23581,Has relevent experience,3,50-99,Pvt Ltd,2
31844,Has relevent experience,3,1000-4999,Pvt Ltd,1
29021,Has relevent experience,5,50-99,Pvt Ltd,1
5473,Has relevent experience,20,,,2
20194,Has relevent experience,2,500-999,Pvt Ltd,1
6718,Has relevent experience,>20,10/49,Pvt Ltd,1
29403,Has relevent experience,>20,1000-4999,NGO,>4
28538,Has relevent experience,>20,5000-9999,Pvt Ltd,>4
21200,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
29186,Has relevent experience,16,50-99,Early Stage Startup,1
10134,No relevent experience,15,1000-4999,Pvt Ltd,1
6140,Has relevent experience,3,,,1
7579,Has relevent experience,14,50-99,Funded Startup,1
23135,Has relevent experience,7,100-500,Funded Startup,1
14312,Has relevent experience,7,,,>4
18947,Has relevent experience,>20,5000-9999,Pvt Ltd,1
25374,No relevent experience,9,100-500,Pvt Ltd,>4
14693,Has relevent experience,6,10000+,Pvt Ltd,1
24809,No relevent experience,3,10/49,Public Sector,1
26101,Has relevent experience,18,10000+,Pvt Ltd,2
27475,Has relevent experience,>20,,,2
8693,Has relevent experience,18,,,1
30520,Has relevent experience,6,500-999,Public Sector,2
27957,No relevent experience,9,1000-4999,Pvt Ltd,1
29845,Has relevent experience,8,100-500,Pvt Ltd,1
20320,No relevent experience,>20,,,1
28367,Has relevent experience,16,,,1
32145,Has relevent experience,16,<10,Pvt Ltd,>4
22438,No relevent experience,4,10000+,Pvt Ltd,1
19000,Has relevent experience,14,50-99,Pvt Ltd,>4
29364,Has relevent experience,14,,,1
8544,Has relevent experience,9,10/49,Early Stage Startup,1
31725,Has relevent experience,4,<10,,1
7977,Has relevent experience,10,10/49,,2
15491,Has relevent experience,>20,500-999,Funded Startup,2
1024,Has relevent experience,4,100-500,Pvt Ltd,4
23782,No relevent experience,11,,,1
15787,No relevent experience,4,,,
15921,Has relevent experience,>20,100-500,Pvt Ltd,>4
26686,Has relevent experience,7,100-500,Pvt Ltd,1
30873,Has relevent experience,13,10/49,Funded Startup,1
15311,No relevent experience,7,,,never
31789,Has relevent experience,13,5000-9999,Pvt Ltd,>4
20374,Has relevent experience,9,50-99,Pvt Ltd,4
25390,No relevent experience,3,50-99,Pvt Ltd,
22867,Has relevent experience,9,100-500,Pvt Ltd,>4
6024,Has relevent experience,>20,50-99,Pvt Ltd,never
33206,Has relevent experience,>20,,,3
17676,Has relevent experience,4,50-99,Pvt Ltd,2
9339,Has relevent experience,3,,,3
20616,Has relevent experience,17,,,3
6755,Has relevent experience,5,50-99,Pvt Ltd,3
24361,Has relevent experience,10,100-500,Pvt Ltd,>4
26923,Has relevent experience,11,10000+,Pvt Ltd,>4
8045,Has relevent experience,3,<10,Pvt Ltd,1
12920,Has relevent experience,>20,10000+,Pvt Ltd,>4
11666,No relevent experience,8,10/49,Pvt Ltd,1
28166,Has relevent experience,>20,50-99,Early Stage Startup,>4
32928,No relevent experience,9,10/49,Pvt Ltd,1
16576,No relevent experience,2,10/49,Pvt Ltd,1
29896,No relevent experience,14,1000-4999,NGO,1
10921,Has relevent experience,10,10/49,Pvt Ltd,4
23071,Has relevent experience,10,50-99,Pvt Ltd,1
20016,No relevent experience,>20,500-999,Pvt Ltd,2
7154,Has relevent experience,7,50-99,,1
24112,Has relevent experience,>20,50-99,Pvt Ltd,>4
30290,Has relevent experience,15,,,2
14193,Has relevent experience,<1,50-99,Pvt Ltd,2
25260,Has relevent experience,>20,100-500,Public Sector,>4
12517,Has relevent experience,>20,,,>4
14050,Has relevent experience,12,500-999,Funded Startup,2
10283,No relevent experience,5,500-999,Public Sector,1
23221,No relevent experience,>20,,,2
17731,Has relevent experience,14,100-500,Pvt Ltd,1
4793,Has relevent experience,12,50-99,Pvt Ltd,1
31703,Has relevent experience,5,,,1
5726,Has relevent experience,16,,,1
32770,No relevent experience,1,,Pvt Ltd,never
11576,No relevent experience,3,<10,Early Stage Startup,
4771,Has relevent experience,5,10/49,,3
18465,Has relevent experience,8,50-99,Pvt Ltd,1
33229,Has relevent experience,9,,,1
11123,Has relevent experience,4,50-99,Funded Startup,1
32142,Has relevent experience,19,100-500,Public Sector,1
20559,No relevent experience,4,50-99,Pvt Ltd,2
30950,Has relevent experience,>20,100-500,Pvt Ltd,2
18510,Has relevent experience,10,10000+,Pvt Ltd,1
30839,Has relevent experience,>20,10/49,Pvt Ltd,>4
26491,No relevent experience,2,,,
13808,Has relevent experience,3,<10,Early Stage Startup,1
28825,Has relevent experience,8,5000-9999,Pvt Ltd,1
25875,Has relevent experience,6,100-500,Pvt Ltd,2
5014,No relevent experience,6,,,1
12672,Has relevent experience,17,10/49,Pvt Ltd,2
18041,Has relevent experience,7,50-99,Pvt Ltd,1
17767,Has relevent experience,10,50-99,Pvt Ltd,1
25434,Has relevent experience,19,100-500,Pvt Ltd,1
11868,Has relevent experience,17,10000+,Pvt Ltd,3
16131,Has relevent experience,>20,10000+,Pvt Ltd,>4
24474,Has relevent experience,2,50-99,Funded Startup,1
20121,No relevent experience,<1,,,
30997,Has relevent experience,11,5000-9999,,>4
7345,No relevent experience,4,,,never
24055,Has relevent experience,1,,,1
6265,Has relevent experience,8,10/49,Early Stage Startup,1
9729,Has relevent experience,>20,10000+,Pvt Ltd,4
19391,Has relevent experience,4,,,3
25946,Has relevent experience,16,100-500,Pvt Ltd,3
21803,No relevent experience,2,,,1
22688,No relevent experience,<1,50-99,Pvt Ltd,1
11609,No relevent experience,6,,,1
388,Has relevent experience,>20,10000+,Pvt Ltd,>4
13729,No relevent experience,3,,,2
8551,No relevent experience,<1,,,never
30852,No relevent experience,7,100-500,Pvt Ltd,>4
3576,Has relevent experience,<1,10000+,Pvt Ltd,1
27472,Has relevent experience,4,,,1
26934,Has relevent experience,9,<10,Funded Startup,1
32325,No relevent experience,5,,,never
21860,Has relevent experience,>20,100-500,Other,>4
911,Has relevent experience,12,10/49,Pvt Ltd,1
30107,No relevent experience,3,100-500,Pvt Ltd,1
19619,Has relevent experience,4,10000+,Pvt Ltd,1
3642,Has relevent experience,3,50-99,Pvt Ltd,1
2943,No relevent experience,1,,Pvt Ltd,never
32885,Has relevent experience,12,10/49,Pvt Ltd,2
27406,No relevent experience,12,10000+,Pvt Ltd,1
14913,Has relevent experience,4,10/49,Funded Startup,2
16485,Has relevent experience,1,50-99,Pvt Ltd,
15812,Has relevent experience,10,100-500,Pvt Ltd,>4
14059,Has relevent experience,5,50-99,Funded Startup,1
22215,Has relevent experience,10,10/49,Pvt Ltd,1
12739,No relevent experience,7,50-99,,
32384,No relevent experience,3,10000+,Pvt Ltd,1
28707,No relevent experience,3,,Public Sector,1
10374,Has relevent experience,12,,,1
28952,No relevent experience,3,100-500,Pvt Ltd,1
21142,Has relevent experience,9,50-99,Pvt Ltd,2
33099,Has relevent experience,13,1000-4999,Pvt Ltd,4
8130,Has relevent experience,11,100-500,Pvt Ltd,2
32813,No relevent experience,2,1000-4999,Pvt Ltd,1
15188,Has relevent experience,12,5000-9999,NGO,1
26752,Has relevent experience,13,10000+,Pvt Ltd,4
33107,Has relevent experience,6,10/49,Early Stage Startup,1
20808,Has relevent experience,9,50-99,Pvt Ltd,2
12596,Has relevent experience,12,,,4
15505,Has relevent experience,5,<10,,2
7238,No relevent experience,10,,,never
10507,Has relevent experience,>20,100-500,Pvt Ltd,never
23468,Has relevent experience,>20,,,1
9509,Has relevent experience,12,,,3
33272,No relevent experience,19,<10,Early Stage Startup,2
24491,Has relevent experience,12,50-99,Pvt Ltd,1
6146,Has relevent experience,7,1000-4999,Pvt Ltd,1
14794,Has relevent experience,9,,,1
20578,Has relevent experience,>20,,,2
1890,Has relevent experience,14,5000-9999,Pvt Ltd,>4
5483,No relevent experience,>20,100-500,Pvt Ltd,>4
10999,Has relevent experience,>20,50-99,Pvt Ltd,1
31258,No relevent experience,7,100-500,Pvt Ltd,4
6424,Has relevent experience,10,50-99,Pvt Ltd,1
7287,Has relevent experience,15,100-500,Pvt Ltd,1
24129,Has relevent experience,6,10000+,Pvt Ltd,never
27035,Has relevent experience,5,100-500,Pvt Ltd,1
32812,Has relevent experience,5,1000-4999,Pvt Ltd,1
16189,No relevent experience,7,,,1
2985,Has relevent experience,4,500-999,Public Sector,never
25305,No relevent experience,3,1000-4999,Pvt Ltd,never
32110,Has relevent experience,>20,,,>4
23086,No relevent experience,19,5000-9999,Public Sector,3
7211,No relevent experience,<1,,,never
1598,Has relevent experience,>20,50-99,Pvt Ltd,4
15798,No relevent experience,4,5000-9999,Pvt Ltd,2
13514,Has relevent experience,16,50-99,Pvt Ltd,1
6301,Has relevent experience,6,,,1
27497,Has relevent experience,7,,,>4
20072,Has relevent experience,13,10/49,Funded Startup,1
15906,No relevent experience,<1,,,never
15452,No relevent experience,<1,,,never
10895,No relevent experience,<1,,,never
6983,Has relevent experience,6,10/49,Funded Startup,1
8162,Has relevent experience,8,100-500,,2
24847,Has relevent experience,4,1000-4999,Pvt Ltd,1
5027,Has relevent experience,>20,,,>4
3294,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
177,Has relevent experience,9,10000+,Pvt Ltd,>4
7983,Has relevent experience,15,1000-4999,Pvt Ltd,>4
21992,Has relevent experience,2,<10,Pvt Ltd,2
17554,Has relevent experience,>20,100-500,Pvt Ltd,>4
6925,Has relevent experience,<1,,,1
20916,Has relevent experience,6,5000-9999,Pvt Ltd,1
11672,Has relevent experience,7,1000-4999,Pvt Ltd,2
19496,Has relevent experience,16,,,1
1836,No relevent experience,1,,,
18191,No relevent experience,11,,,never
1599,Has relevent experience,18,100-500,Pvt Ltd,>4
10734,Has relevent experience,17,1000-4999,Pvt Ltd,>4
4050,No relevent experience,6,,Pvt Ltd,never
27175,Has relevent experience,8,<10,Pvt Ltd,1
6132,Has relevent experience,17,500-999,Pvt Ltd,1
32425,No relevent experience,2,10000+,,1
31837,Has relevent experience,6,100-500,Pvt Ltd,1
25648,Has relevent experience,3,100-500,Pvt Ltd,2
24496,Has relevent experience,12,500-999,Pvt Ltd,>4
1654,Has relevent experience,16,100-500,Pvt Ltd,1
29783,No relevent experience,3,,,1
7115,No relevent experience,4,50-99,,2
19432,Has relevent experience,16,10000+,Pvt Ltd,>4
21639,Has relevent experience,11,100-500,Pvt Ltd,2
17998,Has relevent experience,>20,,,1
31858,No relevent experience,10,,,1
6290,Has relevent experience,14,10000+,Pvt Ltd,>4
1538,Has relevent experience,>20,100-500,Pvt Ltd,>4
25431,Has relevent experience,>20,50-99,Pvt Ltd,>4
33055,Has relevent experience,14,10000+,Pvt Ltd,3
6603,Has relevent experience,19,50-99,Funded Startup,2
15741,Has relevent experience,12,1000-4999,Pvt Ltd,2
29064,Has relevent experience,15,1000-4999,Pvt Ltd,1
2952,Has relevent experience,5,5000-9999,Public Sector,1
26519,No relevent experience,9,10/49,Pvt Ltd,3
25672,Has relevent experience,8,100-500,Pvt Ltd,>4
9419,Has relevent experience,9,50-99,Pvt Ltd,>4
1292,No relevent experience,4,,,2
16815,No relevent experience,5,,,1
15661,Has relevent experience,6,<10,Pvt Ltd,1
31900,Has relevent experience,>20,10000+,Pvt Ltd,2
24682,Has relevent experience,14,,,4
1016,No relevent experience,3,,,never
18448,Has relevent experience,15,100-500,Pvt Ltd,>4
18974,Has relevent experience,4,,Public Sector,1
7029,No relevent experience,2,,,never
4097,Has relevent experience,9,10/49,Funded Startup,1
3684,Has relevent experience,5,10/49,Pvt Ltd,2
18477,Has relevent experience,14,50-99,Funded Startup,3
179,Has relevent experience,7,1000-4999,Pvt Ltd,>4
14640,No relevent experience,5,10000+,Public Sector,1
8150,Has relevent experience,>20,,,1
12801,Has relevent experience,>20,100-500,Public Sector,>4
15498,No relevent experience,1,50-99,Public Sector,1
32265,Has relevent experience,>20,<10,Pvt Ltd,1
759,Has relevent experience,>20,100-500,Pvt Ltd,>4
10951,Has relevent experience,>20,50-99,Pvt Ltd,>4
27890,No relevent experience,1,,,1
28329,Has relevent experience,11,,,1
17247,Has relevent experience,18,,,2
24459,Has relevent experience,15,500-999,Public Sector,1
24836,No relevent experience,5,,,never
16855,Has relevent experience,9,500-999,Pvt Ltd,>4
11552,Has relevent experience,19,<10,Early Stage Startup,>4
21550,No relevent experience,3,,,2
4886,Has relevent experience,3,<10,Pvt Ltd,1
8070,Has relevent experience,4,1000-4999,Pvt Ltd,2
3823,Has relevent experience,14,50-99,Pvt Ltd,1
26643,Has relevent experience,10,50-99,Pvt Ltd,1
11580,No relevent experience,6,,,never
4877,Has relevent experience,>20,10000+,Pvt Ltd,>4
26559,Has relevent experience,16,10/49,Pvt Ltd,2
29347,Has relevent experience,>20,,,1
13425,Has relevent experience,17,50-99,,1
2300,Has relevent experience,3,50-99,Pvt Ltd,1
26712,No relevent experience,9,<10,Pvt Ltd,1
13354,Has relevent experience,9,10000+,Pvt Ltd,1
9043,Has relevent experience,8,50-99,Pvt Ltd,1
28934,Has relevent experience,4,,,2
20479,Has relevent experience,3,10/49,,2
31470,No relevent experience,5,10/49,Funded Startup,1
16925,Has relevent experience,19,,,>4
4666,Has relevent experience,20,50-99,Pvt Ltd,2
26357,Has relevent experience,6,10000+,Pvt Ltd,1
15903,Has relevent experience,11,10000+,Pvt Ltd,1
22783,Has relevent experience,5,10/49,Pvt Ltd,4
33326,Has relevent experience,>20,,,>4
20565,No relevent experience,10,10/49,Pvt Ltd,1
16294,Has relevent experience,3,50-99,Pvt Ltd,never
3501,Has relevent experience,>20,,,>4
31294,Has relevent experience,18,10000+,Pvt Ltd,1
29919,Has relevent experience,4,5000-9999,Pvt Ltd,1
3615,Has relevent experience,8,100-500,Pvt Ltd,1
14592,No relevent experience,<1,<10,Early Stage Startup,1
22072,Has relevent experience,>20,,,2
4845,Has relevent experience,19,10000+,Public Sector,1
27354,No relevent experience,3,,,1
14287,Has relevent experience,4,10000+,Pvt Ltd,1
10544,Has relevent experience,9,100-500,Pvt Ltd,4
4852,Has relevent experience,11,10000+,Pvt Ltd,>4
27665,Has relevent experience,3,500-999,Pvt Ltd,2
6083,No relevent experience,5,,,4
28524,No relevent experience,2,,,never
410,Has relevent experience,14,10000+,Pvt Ltd,2
1582,Has relevent experience,>20,10/49,Early Stage Startup,>4
23196,Has relevent experience,>20,,,>4
32239,Has relevent experience,4,10000+,Pvt Ltd,1
28687,Has relevent experience,8,1000-4999,Public Sector,3
4192,Has relevent experience,10,10/49,Funded Startup,1
2014,Has relevent experience,7,5000-9999,Pvt Ltd,4
7111,Has relevent experience,2,50-99,Pvt Ltd,1
1747,No relevent experience,5,,,1
9216,Has relevent experience,>20,1000-4999,Pvt Ltd,1
4970,Has relevent experience,17,10000+,Pvt Ltd,2
6438,Has relevent experience,>20,,,>4
19341,No relevent experience,3,,,
33186,Has relevent experience,12,100-500,Pvt Ltd,1
15765,No relevent experience,9,,,1
19205,Has relevent experience,18,10000+,Pvt Ltd,1
32007,No relevent experience,2,,,2
27084,Has relevent experience,9,500-999,Pvt Ltd,>4
24868,Has relevent experience,15,100-500,Pvt Ltd,1
8711,Has relevent experience,8,,,2
22283,Has relevent experience,7,100-500,NGO,1
29004,No relevent experience,>20,10000+,Pvt Ltd,2
24881,Has relevent experience,6,<10,Pvt Ltd,1
17010,Has relevent experience,10,1000-4999,,2
14358,Has relevent experience,5,,,1
13276,Has relevent experience,6,,,1
13158,No relevent experience,<1,,,2
8074,Has relevent experience,2,1000-4999,Pvt Ltd,1
17601,Has relevent experience,>20,,,>4
1286,Has relevent experience,15,100-500,Pvt Ltd,>4
21607,Has relevent experience,7,500-999,Other,3
25433,Has relevent experience,5,10/49,Pvt Ltd,2
18150,Has relevent experience,6,,,>4
25264,Has relevent experience,15,,Pvt Ltd,1
26758,Has relevent experience,13,10000+,Pvt Ltd,3
32466,Has relevent experience,10,,,4
30776,Has relevent experience,>20,500-999,Pvt Ltd,>4
17630,Has relevent experience,6,50-99,Pvt Ltd,4
3459,Has relevent experience,>20,50-99,Public Sector,2
8944,Has relevent experience,>20,100-500,Pvt Ltd,4
4245,No relevent experience,14,,,4
8568,Has relevent experience,>20,5000-9999,Pvt Ltd,>4
30944,Has relevent experience,6,100-500,Pvt Ltd,1
7168,Has relevent experience,>20,50-99,Pvt Ltd,3
31475,Has relevent experience,>20,50-99,Pvt Ltd,>4
3715,Has relevent experience,>20,,,4
30039,Has relevent experience,>20,50-99,Pvt Ltd,1
8746,No relevent experience,3,500-999,Pvt Ltd,2
30417,Has relevent experience,>20,,,>4
14244,No relevent experience,5,50-99,NGO,1
25944,No relevent experience,>20,50-99,Pvt Ltd,>4
24707,Has relevent experience,>20,<10,Early Stage Startup,1
14278,Has relevent experience,16,50-99,Pvt Ltd,3
19667,Has relevent experience,16,100-500,Pvt Ltd,1
15131,No relevent experience,<1,,,never
11206,Has relevent experience,6,100-500,NGO,1
10366,Has relevent experience,17,,,>4
23156,Has relevent experience,,10000+,Pvt Ltd,1
15898,Has relevent experience,4,10/49,,2
23886,No relevent experience,4,,,2
8969,Has relevent experience,9,50-99,Early Stage Startup,1
29587,Has relevent experience,9,1000-4999,Pvt Ltd,2
27558,Has relevent experience,6,,,2
28691,Has relevent experience,1,100-500,Pvt Ltd,never
31990,Has relevent experience,20,1000-4999,Public Sector,>4
16933,Has relevent experience,6,50-99,Pvt Ltd,2
9058,Has relevent experience,3,50-99,Pvt Ltd,1
9322,Has relevent experience,8,100-500,Pvt Ltd,2
1267,Has relevent experience,11,<10,Pvt Ltd,1
18009,No relevent experience,<1,,,
21007,Has relevent experience,9,100-500,Pvt Ltd,1
9857,Has relevent experience,4,500-999,Pvt Ltd,1
14404,Has relevent experience,7,1000-4999,Public Sector,1
33171,Has relevent experience,5,10/49,Funded Startup,1
31614,Has relevent experience,5,50-99,Funded Startup,1
21697,No relevent experience,13,,,3
4522,Has relevent experience,>20,50-99,Funded Startup,>4
1418,Has relevent experience,7,100-500,Pvt Ltd,2
11001,No relevent experience,2,5000-9999,Pvt Ltd,1
1315,Has relevent experience,6,50-99,Pvt Ltd,2
21547,No relevent experience,4,,,never
3368,Has relevent experience,16,50-99,Pvt Ltd,1
1264,Has relevent experience,>20,,,1
9751,Has relevent experience,19,1000-4999,Pvt Ltd,
7014,Has relevent experience,>20,50-99,Public Sector,1
20076,Has relevent experience,5,,,never
8018,No relevent experience,12,10000+,Public Sector,2
16520,Has relevent experience,4,10000+,Pvt Ltd,1
1577,Has relevent experience,6,,,1
31927,No relevent experience,2,,Pvt Ltd,never
19972,No relevent experience,4,,,never
23459,No relevent experience,6,,,never
6521,Has relevent experience,6,<10,Early Stage Startup,3
29621,Has relevent experience,10,,,1
30675,Has relevent experience,2,<10,Early Stage Startup,1
9987,Has relevent experience,9,100-500,Pvt Ltd,2
22612,Has relevent experience,6,<10,Pvt Ltd,>4
1403,Has relevent experience,8,<10,Pvt Ltd,4
1510,No relevent experience,>20,5000-9999,Pvt Ltd,>4
25645,Has relevent experience,8,10/49,Pvt Ltd,1
12680,Has relevent experience,8,<10,Funded Startup,3
9734,No relevent experience,<1,,,never
22623,Has relevent experience,6,10000+,Pvt Ltd,2
1549,Has relevent experience,6,50-99,Pvt Ltd,2
13291,Has relevent experience,<1,10/49,Pvt Ltd,1
17541,Has relevent experience,1,,,1
15010,Has relevent experience,12,500-999,Pvt Ltd,>4
11999,No relevent experience,3,1000-4999,Pvt Ltd,
21570,Has relevent experience,9,50-99,Pvt Ltd,1
15990,Has relevent experience,4,,,1
19147,Has relevent experience,3,,,
21580,Has relevent experience,9,,,3
10104,Has relevent experience,15,<10,Pvt Ltd,1
12250,Has relevent experience,6,50-99,Funded Startup,1
349,Has relevent experience,>20,50-99,Pvt Ltd,>4
3128,No relevent experience,16,,,>4
4823,Has relevent experience,,100-500,Pvt Ltd,
21770,No relevent experience,4,100-500,,1
9236,Has relevent experience,3,100-500,Funded Startup,3
31412,Has relevent experience,>20,100-500,Pvt Ltd,2
4648,Has relevent experience,4,,,1
3611,Has relevent experience,16,50-99,Pvt Ltd,3
17417,Has relevent experience,>20,50-99,Public Sector,2
19194,Has relevent experience,18,100-500,Pvt Ltd,>4
8940,Has relevent experience,3,100-500,Pvt Ltd,1
6354,Has relevent experience,17,,,>4
26855,No relevent experience,3,,,1
24074,Has relevent experience,14,,,1
21088,Has relevent experience,9,,,never
13332,Has relevent experience,4,<10,NGO,1
85,Has relevent experience,5,<10,Early Stage Startup,1
31548,Has relevent experience,10,5000-9999,Pvt Ltd,2
25460,Has relevent experience,18,100-500,Pvt Ltd,>4
8745,Has relevent experience,16,1000-4999,Pvt Ltd,>4
10954,No relevent experience,4,,,
186,No relevent experience,6,,,2
19671,Has relevent experience,16,1000-4999,Pvt Ltd,never
32078,Has relevent experience,4,50-99,Funded Startup,3
31407,Has relevent experience,>20,10000+,Pvt Ltd,1
10982,Has relevent experience,13,10000+,Pvt Ltd,2
23961,Has relevent experience,14,10000+,Pvt Ltd,1
12937,Has relevent experience,17,,,2
14861,No relevent experience,12,,,>4
19309,Has relevent experience,10,100-500,Pvt Ltd,2
2424,Has relevent experience,6,500-999,Public Sector,3
28100,Has relevent experience,18,10000+,Pvt Ltd,2
9010,Has relevent experience,8,100-500,Funded Startup,>4
11363,No relevent experience,>20,,,1
30456,No relevent experience,2,,Pvt Ltd,never
12597,No relevent experience,12,50-99,Public Sector,>4
31163,Has relevent experience,7,10/49,Pvt Ltd,4
32236,No relevent experience,6,,,1
32008,Has relevent experience,3,50-99,Funded Startup,2
17823,Has relevent experience,16,500-999,Pvt Ltd,3
32639,No relevent experience,1,,,never
23142,Has relevent experience,14,50-99,Pvt Ltd,1
15252,Has relevent experience,>20,100-500,Pvt Ltd,>4
16316,Has relevent experience,>20,100-500,Pvt Ltd,>4
21664,Has relevent experience,17,,,1
26644,Has relevent experience,20,1000-4999,Pvt Ltd,1
27985,Has relevent experience,>20,10000+,Public Sector,2
30438,Has relevent experience,>20,100-500,Pvt Ltd,>4
22322,Has relevent experience,13,500-999,Pvt Ltd,1
15332,Has relevent experience,7,,,never
10341,Has relevent experience,>20,<10,Pvt Ltd,>4
8771,No relevent experience,7,,,2
23480,Has relevent experience,>20,10/49,Pvt Ltd,never
20654,Has relevent experience,4,50-99,Pvt Ltd,2
17587,No relevent experience,1,,,never
27632,Has relevent experience,10,<10,Early Stage Startup,1
20715,No relevent experience,2,1000-4999,Pvt Ltd,1
14779,Has relevent experience,17,500-999,,1
27534,Has relevent experience,>20,10/49,Pvt Ltd,3
11066,Has relevent experience,10,10/49,Pvt Ltd,never
3385,Has relevent experience,3,10/49,Pvt Ltd,2
3440,No relevent experience,3,50-99,Pvt Ltd,1
22209,No relevent experience,3,,,never
19620,Has relevent experience,15,<10,Pvt Ltd,>4
3804,Has relevent experience,>20,100-500,Pvt Ltd,2
21993,No relevent experience,3,<10,Pvt Ltd,1
21677,Has relevent experience,>20,50-99,Pvt Ltd,2
17918,Has relevent experience,5,500-999,Pvt Ltd,>4
9713,Has relevent experience,>20,100-500,Pvt Ltd,>4
18116,No relevent experience,4,,,never
14402,Has relevent experience,10,50-99,Pvt Ltd,1
6678,Has relevent experience,16,500-999,Pvt Ltd,2
1689,Has relevent experience,>20,10/49,Pvt Ltd,3
24909,No relevent experience,10,50-99,Pvt Ltd,2
18457,Has relevent experience,6,<10,Pvt Ltd,3
30960,Has relevent experience,6,5000-9999,Pvt Ltd,1
29597,Has relevent experience,<1,50-99,Pvt Ltd,1
